Longitude	Latitude
-96.263	40.428
-96.26	18.552
-96.248	18.554
-96.212	39.984
-96.149	18.89
-96.006	39.881
-96.005	40.589
-95.986	17.151
-95.975	16.741
-95.956	16.901
-95.942	16.903
-95.941	16.893
-95.934	16.801
-95.93	16.905
-95.864	39.019
-95.846	41.068
-95.833	41.07
-95.831	40.447
-95.823	40.765
-95.81	40.797
-95.748	40.656
-95.735	40.657
-95.729	40.108
-95.724	18.281
-95.665	16.968
-95.658	16.968
-95.653	41.925
-95.646	17.812
-95.625	18.133
-95.561	18.173
-95.55	40.7
-95.543	40.703
-95.541	40.7
-95.519	40.693
-95.501	40.294
-95.47	40.286
-95.464	41.089
-95.457	41.093
-95.342	41.984
-94.811	41.327
-94.805	41.328
-94.62	41.184
-94.615	41.184
-94.515	17.977
-94.48	40.596
-94.453	17.885
-94.423	40.054
-94.346	16.304
-94.336	16.305
-94.33	40.856
-94.15	41.717
-94.134	41.719
-94.055	18.092
-94.049	18.092
-94.045	18.09
-94.045	18.094
-94.043	18.093
-94.034	16.785
-94.008	18.2
-94.005	18.204
-93.917	41.913
-93.915	41.903
-93.9	18.217
-93.898	18.215
-93.897	41.69
-93.893	18.223
-93.892	40.395
-93.884	40.399
-93.88	17.74
-93.872	39.546
-93.871	17.742
-93.836	40.397
-93.646	18.024
-93.532	17.914
-93.525	17.904
-93.519	17.916
-93.519	17.917
-93.516	17.905
-93.5	17.871
-93.27	18.117
-93.269	18.108
-93.213	15.691
-93.206	15.685
-93.205	18.21
-93.203	15.693
-93.197	17.9
-93.196	17.887
-93.195	17.889
-93.193	17.899
-93.191	17.895
-93.191	17.904
-93.19	17.891
-93.19	17.899
-93.188	17.889
-93.187	17.899
-93.186	17.89
-93.185	17.895
-93.185	17.901
-93.184	17.905
-93.179	17.893
-93.178	17.901
-93.177	17.901
-93.175	17.902
-93.174	17.896
-93.172	17.903
-93.169	17.907
-93.139	17.842
-93.132	17.834
-93.128	17.835
-93.121	17.839
-93.119	17.836
-93.116	17.845
-93.116	17.848
-93.115	17.844
-93.111	17.85
-93.11	17.836
-93.061	17.513
-93.04	16.658
-93.031	16.659
-92.989	17.109
-92.986	18.067
-92.977	18.069
-92.94	16.384
-92.934	16.388
-92.932	40.431
-92.922	18.334
-92.913	18.335
-92.911	18.327
-92.886	41.094
-92.868	41.095
-92.822	18.064
-92.813	18.065
-92.799	16.942
-92.774	16.108
-92.665	17.229
-92.655	17.231
-92.648	40.968
-92.644	18.531
-92.637	40.971
-92.63	40.97
-92.506	41.073
-92.501	41.074
-92.491	17.9
-92.489	17.89
-92.446	41.349
-92.442	41.328
-92.432	40.761
-92.43	16.153
-92.429	16.149
-92.419	16.15
-92.383	16.791
-92.338	16.211
-92.327	16.213
-92.325	16.203
-92.317	16.709
-92.254	16.755
-92.242	19.563
-92.242	19.564
-92.24	19.568
-92.236	19.572
-92.234	19.564
-92.232	19.565
-92.227	19.562
-92.226	19.565
-92.225	19.571
-92.202	19.303
-92.2	16.523
-92.191	17.712
-92.186	16.552
-92.184	16.543
-92.168	18.642
-92.108	18.119
-92.091	19.448
-92.078	19.433
-92.075	19.43
-92.047	19.398
-92.046	19.389
-92.043	18.128
-92.043	19.394
-92.042	19.392
-92.038	19.392
-92.036	19.396
-92.036	19.439
-92.033	18.13
-92.024	18.131
-92.022	18.122
-92.013	18.123
-92.009	16.651
-92.007	19.371
-92.002	19.367
-91.999	16.652
-91.998	16.643
-91.986	16.627
-91.977	16.628
-91.938	41.043
-91.932	40.956
-91.931	41.046
-91.918	40.965
-91.917	41.045
-91.912	40.958
-91.91	41.048
-91.834	17.827
-91.828	17.82
-91.826	17.818
-91.522	17.76
-91.506	15.415
-91.322	17.831
-91.282	16.937
-91.23	17.589
-91.199	15.524
-91.196	14.281
-91.176	17.651
-91.172	18.361
-91.152	16.14
-91.138	14.174
-91.074	14.0
-91.042	15.535
-91.041	14.23
-91.04	15.526
-91.029	17.662
-91.026	18.876
-91.016	18.877
-91.014	17.6
-91.006	15.52
-91.0	15.514
-90.994	15.519
-90.958	18.647
-90.957	18.646
-90.955	18.657
-90.949	18.648
-90.949	18.651
-90.947	18.648
-90.939	13.986
-90.935	13.992
-90.903	17.385
-90.832	18.508
-90.825	16.963
-90.806	17.533
-90.783	17.703
-90.771	17.701
-90.746	19.309
-90.712	18.088
-90.689	19.684
-90.652	19.761
-90.648	18.33
-90.641	19.762
-90.632	19.276
-90.609	16.892
-90.595	17.704
-90.571	19.385
-90.566	19.627
-90.561	19.386
-90.555	16.182
-90.553	15.989
-90.545	16.184
-90.544	15.991
-90.542	15.982
-90.513	17.806
-90.513	19.427
-90.503	17.808
-90.446	19.063
-90.441	17.42
-90.435	19.064
-90.421	19.607
-90.41	19.608
-90.409	19.599
-90.351	19.655
-90.324	13.866
-90.321	14.247
-90.32	17.845
-90.315	17.845
-90.293	16.449
-90.28	20.002
-90.276	16.698
-90.273	19.912
-90.269	20.003
-90.251	20.035
-90.232	19.179
-90.228	19.174
-90.22	19.177
-90.21	14.133
-90.185	17.134
-90.184	20.171
-90.182	19.16
-90.181	15.346
-90.174	17.133
-90.174	19.149
-90.173	19.14
-90.173	19.147
-90.17	19.122
-90.169	19.152
-90.166	19.147
-90.165	19.15
-90.163	19.16
-90.162	19.149
-90.161	16.787
-90.16	19.139
-90.158	19.154
-90.155	19.152
-90.154	19.143
-90.154	19.162
-90.151	19.15
-90.149	19.141
-90.149	19.148
-90.148	20.579
-90.143	19.135
-90.14	20.059
-90.129	20.061
-90.127	20.317
-90.123	20.441
-90.116	20.439
-90.109	20.004
-90.099	40.026
-90.097	16.408
-90.097	43.204
-90.092	20.046
-90.082	17.062
-90.079	40.016
-90.075	20.12
-90.072	20.068
-90.071	14.971
-90.071	40.024
-90.069	14.961
-90.067	20.145
-90.061	20.07
-90.058	20.123
-90.043	20.022
-90.039	17.38
-90.031	20.024
-90.028	20.117
-90.013	15.347
-90.001	16.641
-89.992	20.079
-89.991	20.069
-89.982	20.074
-89.98	20.07
-89.979	16.372
-89.968	16.371
-89.967	17.401
-89.96	19.696
-89.956	17.399
-89.913	20.262
-89.851	14.105
-89.83	20.304
-89.818	16.256
-89.817	20.091
-89.815	16.262
-89.808	16.257
-89.799	16.44
-89.788	16.438
-89.764	14.644
-89.758	16.071
-89.755	14.643
-89.734	19.97
-89.723	13.639
-89.713	13.64
-89.697	20.971
-89.666	19.222
-89.664	19.226
-89.663	19.226
-89.661	19.216
-89.657	19.223
-89.657	19.227
-89.656	41.613
-89.653	19.225
-89.631	16.223
-89.631	21.082
-89.627	41.615
-89.587	19.58
-89.577	19.511
-89.565	19.512
-89.56	19.564
-89.559	19.554
-89.554	20.491
-89.551	19.627
-89.547	19.555
-89.547	20.989
-89.529	14.631
-89.527	14.627
-89.522	20.992
-89.517	14.626
-89.509	20.994
-89.496	21.129
-89.453	20.301
-89.452	18.467
-89.418	16.801
-89.394	14.094
-89.393	14.099
-89.36	21.22
-89.356	19.427
-89.306	15.154
-89.297	19.362
-89.262	14.271
-89.26	14.262
-89.244	19.288
-89.231	19.289
-89.207	13.468
-89.027	19.183
-89.017	19.185
-89.014	19.181
-89.013	13.441
-88.794	17.249
-88.661	13.636
-88.632	18.219
-88.623	14.386
-88.612	14.387
-88.542	17.931
-88.514	16.408
-88.513	16.408
-88.511	16.417
-88.474	16.626
-88.467	15.559
-88.292	41.829
-88.284	41.827
-88.209	13.361
-88.06	15.016
-88.051	15.015
-87.989	15.32
-87.93	15.242
-87.876	15.332
-87.871	14.045
-87.865	14.039
-87.864	14.056
-87.859	14.046
-87.857	14.046
-87.857	14.047
-87.856	14.055
-87.852	14.04
-87.849	14.589
-87.848	14.045
-87.848	14.048
-87.844	14.037
-87.84	14.042
-87.839	14.044
-87.839	14.05
-87.836	14.042
-87.832	14.039
-87.83	14.042
-87.787	14.165
-87.688	14.381
-87.671	36.632
-87.5	14.651
-87.487	14.652
-87.406	13.172
-87.375	13.32
-87.372	13.316
-87.263	14.336
-87.251	13.331
-87.183	12.709
-87.173	12.708
-87.153	41.634
-87.001	12.848
-86.988	14.912
-86.915	12.986
-86.914	12.975
-86.91	12.982
-86.909	12.991
-86.901	12.988
-86.9	12.977
-86.9	12.98
-86.899	12.989
-86.892	14.75
-86.889	14.749
-86.874	14.75
-86.854	14.136
-86.84	12.835
-86.84	14.138
-86.829	12.831
-86.798	13.195
-86.542	12.27
-86.348	11.944
-86.338	11.942
-86.231	15.516
-86.22	14.752
-86.033	39.332
-86.024	39.327
-86.011	15.538
-85.563	10.504
-85.559	10.509
-85.552	10.505
-85.549	10.51
-85.526	12.309
-85.522	12.317
-85.444	10.144
-85.432	10.141
-85.284	10.382
-85.273	10.383
-85.19	10.371
-85.185	10.375
-85.179	10.373
-85.116	10.312
-85.114	10.302
-85.105	10.314
-85.105	10.383
-85.103	10.304
-84.82	37.79
-84.383	39.485
-84.232	15.486
-84.227	15.381
-84.225	15.485
-84.222	15.377
-84.205	15.482
-84.169	9.459
-83.81	14.519
-83.805	14.519
-83.804	14.517
-83.792	14.517
-83.246	22.682
-83.243	9.021
-83.222	9.021
-83.156	42.298
-83.096	8.502
-82.93	22.786
-82.656	23.022
-82.647	23.019
-82.393	22.754
-82.388	22.755
-82.353	22.884
-82.124	22.988
-82.042	28.459
-82.042	37.231
-82.04	28.441
-82.031	28.458
-82.027	27.521
-82.025	27.53
-82.019	27.559
-82.019	28.456
-82.017	28.465
-82.006	28.463
-82.005	28.452
-81.996	28.451
-81.994	28.461
-81.994	28.71
-81.983	28.459
-81.978	30.024
-81.976	30.033
-81.973	29.994
-81.971	30.003
-81.969	30.012
-81.967	30.022
-81.965	30.031
-81.961	29.992
-81.957	30.011
-81.949	22.847
-81.936	22.844
-81.929	28.821
-81.912	22.716
-81.86	30.033
-81.809	27.288
-81.807	27.298
-81.797	27.286
-81.795	27.296
-81.756	22.771
-81.731	26.584
-81.677	41.462
-81.569	28.76
-81.568	26.929
-81.532	26.94
-81.524	26.939
-81.488	26.327
-81.452	26.938
-81.449	27.723
-81.412	28.827
-81.4	28.824
-81.377	22.878
-81.331	28.853
-81.274	29.74
-81.222	26.455
-81.217	27.341
-81.211	26.438
-81.209	26.453
-81.208	26.453
-81.127	28.437
-81.122	27.682
-81.102	28.733
-81.096	28.73
-81.043	26.691
-80.989	22.785
-80.983	22.785
-80.981	28.094
-80.977	28.078
-80.976	28.088
-80.975	26.79
-80.973	22.782
-80.97	26.786
-80.96	28.079
-80.958	28.089
-80.947	28.076
-80.945	28.086
-80.943	28.096
-80.943	28.103
-80.941	28.106
-80.939	28.087
-80.938	28.096
-80.934	28.074
-80.932	28.083
-80.932	28.084
-80.93	28.094
-80.928	28.104
-80.909	28.626
-80.899	22.329
-80.896	28.624
-80.823	26.673
-80.821	26.684
-80.816	27.642
-80.795	28.782
-80.793	27.577
-80.787	27.572
-80.755	27.586
-80.75	27.58
-80.684	22.789
-80.683	26.517
-80.675	26.521
-80.669	26.514
-80.645	22.692
-80.633	27.801
-80.611	27.813
-80.603	27.819
-80.598	27.81
-80.596	27.809
-80.595	22.773
-80.595	27.817
-80.59	27.816
-80.479	22.381
-80.463	22.378
-80.415	26.749
-80.409	26.742
-80.378	22.562
-80.378	26.757
-80.372	26.751
-80.189	26.952
-80.107	42.805
-79.959	22.793
-79.956	22.786
-79.948	22.784
-79.948	22.785
-79.948	22.794
-79.942	22.79
-79.887	-2.262
-79.879	22.673
-79.673	-6.301
-79.665	-6.299
-79.659	-6.299
-79.405	22.024
-79.398	22.024
-79.384	22.021
-78.987	38.448
-78.645	-8.6
-78.64	-8.595
-78.537	21.436
-78.389	21.948
-78.142	21.352
-78.141	21.337
-78.136	22.071
-78.135	21.341
-78.133	21.351
-78.13	22.075
-78.073	21.204
-78.041	20.919
-78.035	20.921
-78.017	25.017
-77.893	20.965
-77.758	20.842
-77.734	20.785
-77.537	38.531
-77.519	38.524
-77.441	20.985
-77.332	20.909
-77.322	20.911
-77.319	38.251
-77.305	38.254
-76.93	44.28
-76.789	20.36
-76.787	20.369
-76.779	20.358
-76.777	20.367
-76.648	40.37
-76.634	40.176
-76.525	20.723
-76.42	40.566
-76.408	40.205
-76.371	20.628
-76.362	20.632
-76.255	40.427
-76.24	40.234
-76.174	40.284
-76.035	38.966
-75.757	38.827
-75.661	38.52
-75.622	39.365
-75.615	39.365
-75.57	38.859
-75.529	38.44
-75.517	38.443
-75.506	38.527
-75.409	38.617
-75.396	38.619
-75.377	9.79
-75.125	7.197
-75.1	7.208
-75.097	7.191
-75.093	7.203
-75.075	7.378
-74.905	38.977
-74.81	7.183
-74.808	7.193
-74.666	9.884
-74.655	6.711
-74.643	9.886
-74.636	9.889
-74.566	9.684
-74.49	8.214
-74.486	9.745
-74.484	8.219
-74.457	9.75
-74.456	8.22
-74.453	7.427
-74.452	8.328
-74.45	7.434
-74.449	8.333
-74.421	7.433
-74.418	7.439
-74.415	7.424
-74.401	7.391
-74.366	10.347
-74.365	10.225
-74.343	10.351
-74.341	10.182
-74.306	10.175
-74.3	10.177
-74.262	9.906
-74.255	9.907
-74.224	10.005
-74.201	10.009
-74.2	8.343
-74.197	10.009
-74.181	8.178
-74.172	8.179
-74.171	8.348
-74.165	8.175
-74.163	8.015
-74.108	7.507
-74.104	8.465
-74.041	8.87
-74.032	8.871
-73.989	8.087
-73.987	8.072
-73.983	8.075
-73.97	8.079
-73.968	8.089
-73.961	8.081
-73.959	8.09
-73.955	8.658
-73.921	10.485
-73.899	10.246
-73.892	10.244
-73.864	10.452
-73.844	10.16
-73.825	10.168
-73.813	-41.877
-73.799	7.57
-73.788	10.186
-73.787	6.839
-73.775	-42.472
-73.767	7.47
-73.741	9.927
-73.723	2.43
-73.72	2.44
-73.708	2.668
-73.698	2.669
-73.676	2.38
-73.668	2.373
-73.65	-37.61
-73.609	10.22
-73.609	10.235
-73.602	10.216
-73.602	10.23
-73.601	10.231
-73.6	10.222
-73.598	10.225
-73.595	10.25
-73.594	10.224
-73.593	10.241
-73.591	10.224
-73.586	10.252
-73.584	10.225
-73.583	10.239
-73.578	10.234
-73.526	9.267
-73.503	2.83
-73.5	2.838
-73.496	2.835
-73.467	2.83
-73.46	2.795
-73.459	-37.627
-73.457	9.607
-73.446	-38.349
-73.429	-38.346
-73.421	9.193
-73.416	10.626
-73.407	10.627
-73.402	7.496
-73.379	-38.476
-73.364	-38.464
-73.364	-38.461
-73.361	-38.472
-73.354	8.484
-73.342	-37.478
-73.341	9.729
-73.337	-37.484
-73.336	9.737
-73.326	4.031
-73.32	4.034
-73.318	9.733
-73.313	2.726
-73.279	6.282
-73.229	2.751
-73.223	2.756
-73.222	7.45
-73.22	2.74
-73.198	2.756
-73.172	8.684
-73.153	-37.088
-73.111	9.76
-73.1	2.47
-73.092	9.758
-73.086	9.764
-73.078	11.168
-73.077	11.063
-73.071	11.159
-73.07	2.474
-73.07	11.145
-73.067	11.199
-73.065	11.197
-73.058	11.171
-73.055	11.158
-73.054	11.145
-73.05	11.149
-73.05	11.162
-73.0	8.648
-72.986	2.091
-72.948	11.149
-72.946	10.267
-72.944	2.736
-72.942	5.226
-72.942	10.278
-72.941	10.251
-72.941	11.14
-72.94	2.74
-72.938	10.277
-72.933	10.249
-72.933	10.28
-72.932	10.197
-72.931	10.252
-72.93	10.243
-72.926	10.283
-72.923	10.253
-72.922	10.189
-72.922	10.272
-72.921	10.183
-72.921	10.244
-72.917	10.192
-72.914	10.282
-72.912	10.263
-72.911	10.266
-72.91	-41.397
-72.91	10.253
-72.909	10.258
-72.908	10.239
-72.906	10.281
-72.905	10.264
-72.905	10.273
-72.905	10.283
-72.904	8.714
-72.904	10.192
-72.904	10.274
-72.899	10.2
-72.896	10.265
-72.895	8.708
-72.894	-37.992
-72.894	10.201
-72.88	-38.456
-72.87	-38.446
-72.867	8.501
-72.867	9.974
-72.865	-38.457
-72.863	9.969
-72.862	-38.452
-72.851	-38.442
-72.851	8.497
-72.847	-38.453
-72.844	8.504
-72.843	-38.448
-72.783	-38.298
-72.778	-38.309
-72.776	-39.02
-72.774	-38.32
-72.765	-38.227
-72.764	-38.294
-72.763	-38.299
-72.762	-38.237
-72.759	-38.305
-72.757	9.934
-72.756	-38.316
-72.745	-38.29
-72.745	-38.275
-72.742	-38.285
-72.741	-38.301
-72.737	-38.274
-72.731	-38.273
-72.73	-38.268
-72.727	-38.281
-72.724	-38.285
-72.714	10.034
-72.695	9.163
-72.686	9.164
-72.671	10.0
-72.666	9.949
-72.665	9.94
-72.665	10.003
-72.664	9.931
-72.664	9.933
-72.664	10.949
-72.663	9.945
-72.663	9.99
-72.66	10.961
-72.659	9.964
-72.658	9.939
-72.657	9.95
-72.657	9.951
-72.657	10.95
-72.656	9.941
-72.656	9.951
-72.654	9.932
-72.653	9.988
-72.651	10.004
-72.65	10.962
-72.647	9.931
-72.647	9.951
-72.647	9.958
-72.646	9.943
-72.646	10.966
-72.645	9.973
-72.643	9.993
-72.643	10.953
-72.641	9.937
-72.641	9.971
-72.64	9.971
-72.638	9.953
-72.638	9.967
-72.636	9.973
-72.635	10.954
-72.631	9.972
-72.616	10.155
-72.616	10.168
-72.606	10.169
-72.605	10.16
-72.602	10.059
-72.595	10.158
-72.595	10.161
-72.538	10.168
-72.537	-36.281
-72.529	5.775
-72.516	-37.936
-72.5	10.017
-72.498	10.007
-72.495	10.016
-72.492	10.0
-72.484	10.011
-72.48	10.02
-72.478	10.007
-72.472	-38.209
-72.465	10.013
-72.461	8.41
-72.461	10.022
-72.458	10.006
-72.448	8.423
-72.429	2.619
-72.424	2.619
-72.419	3.425
-72.407	3.249
-72.407	8.578
-72.405	5.357
-72.405	8.587
-72.404	9.06
-72.402	19.358
-72.401	9.047
-72.399	-38.169
-72.399	3.247
-72.398	8.579
-72.397	9.05
-72.388	19.36
-72.381	9.05
-72.38	-38.173
-72.378	-38.179
-72.378	-38.164
-72.373	10.511
-72.363	-38.177
-72.359	10.514
-72.293	-38.266
-72.292	9.394
-72.28	9.404
-72.279	-38.069
-72.276	5.759
-72.275	-38.063
-72.275	9.41
-72.275	9.413
-72.273	5.643
-72.273	9.398
-72.272	5.767
-72.272	9.397
-72.272	9.411
-72.269	5.642
-72.267	-37.74
-72.266	9.412
-72.264	5.644
-72.254	-37.741
-72.227	-38.068
-72.216	9.749
-72.171	11.075
-72.169	3.334
-72.162	5.098
-72.158	3.321
-72.157	3.332
-72.148	5.575
-72.146	3.32
-72.136	3.395
-72.135	3.343
-72.134	3.408
-72.133	3.278
-72.126	3.345
-72.12	3.276
-72.119	4.84
-72.114	3.283
-72.108	3.181
-72.105	5.449
-72.104	2.418
-72.102	3.282
-72.1	3.292
-72.099	3.183
-72.091	3.31
-72.074	1.981
-72.07	3.308
-72.068	3.321
-72.067	1.991
-72.065	1.982
-72.055	1.989
-72.025	4.374
-72.017	4.383
-72.016	9.085
-71.972	7.332
-71.969	6.33
-71.947	11.108
-71.936	19.001
-71.929	18.996
-71.924	19.28
-71.916	18.998
-71.817	3.638
-71.816	2.898
-71.814	2.801
-71.811	2.894
-71.798	3.635
-71.789	7.795
-71.757	5.155
-71.748	5.156
-71.747	5.147
-71.744	5.131
-71.743	5.141
-71.732	5.129
-71.722	3.139
-71.72	3.125
-71.671	-37.41
-71.669	2.795
-71.659	3.368
-71.657	-37.412
-71.653	3.375
-71.647	3.334
-71.642	3.408
-71.64	3.391
-71.637	3.405
-71.634	3.388
-71.634	4.986
-71.632	3.415
-71.631	3.406
-71.625	3.337
-71.624	3.418
-71.623	3.416
-71.623	4.395
-71.622	3.407
-71.617	4.394
-71.613	3.417
-71.607	3.4
-71.602	3.397
-71.599	3.411
-71.596	3.394
-71.586	3.266
-71.571	5.797
-71.556	18.737
-71.555	-37.72
-71.555	3.389
-71.554	7.886
-71.55	-37.716
-71.548	3.386
-71.547	3.387
-71.546	-37.719
-71.545	3.39
-71.545	7.48
-71.544	3.272
-71.544	7.888
-71.54	3.378
-71.536	3.385
-71.528	-37.714
-71.498	4.877
-71.493	3.146
-71.493	4.55
-71.489	4.571
-71.486	4.891
-71.484	4.878
-71.483	4.571
-71.481	4.584
-71.48	4.862
-71.48	4.894
-71.478	4.88
-71.478	4.897
-71.471	4.864
-71.469	4.569
-71.465	4.892
-71.464	4.881
-71.46	7.744
-71.441	8.111
-71.425	8.105
-71.424	8.114
-71.421	6.935
-71.419	6.941
-71.409	6.942
-71.407	6.941
-71.395	7.913
-71.39	7.91
-71.384	7.965
-71.381	3.453
-71.378	-42.959
-71.375	7.916
-71.372	-42.96
-71.369	7.914
-71.346	5.663
-71.341	-42.933
-71.339	5.656
-71.33	6.883
-71.328	4.121
-71.322	7.344
-71.309	6.874
-71.286	6.023
-71.266	6.017
-71.266	18.421
-71.252	18.428
-71.223	5.09
-71.221	8.046
-71.216	5.091
-71.215	4.67
-71.214	5.078
-71.212	4.666
-71.211	4.698
-71.209	4.685
-71.201	4.644
-71.193	4.714
-71.192	4.645
-71.191	4.653
-71.191	4.701
-71.189	4.688
-71.185	4.665
-71.182	4.729
-71.18	4.652
-71.176	4.73
-71.174	4.717
-71.172	4.704
-71.171	18.29
-71.163	4.732
-71.163	18.294
-71.162	4.732
-71.159	10.347
-71.156	18.292
-71.15	10.359
-71.14	6.625
-71.139	10.36
-71.133	4.173
-71.127	10.445
-71.121	3.848
-71.113	10.402
-71.049	10.401
-71.024	10.44
-71.009	10.166
-71.009	10.259
-71.002	10.408
-70.998	10.04
-70.996	10.18
-70.994	10.169
-70.982	10.043
-70.977	6.48
-70.976	-39.512
-70.97	-35.399
-70.962	10.23
-70.959	6.966
-70.958	-35.393
-70.958	6.967
-70.957	6.954
-70.95	10.256
-70.949	-32.803
-70.942	6.969
-70.94	6.957
-70.926	4.911
-70.924	4.913
-70.918	8.56
-70.908	4.909
-70.907	4.921
-70.907	8.569
-70.899	8.563
-70.895	7.596
-70.867	4.909
-70.865	4.371
-70.864	9.898
-70.858	9.897
-70.852	9.91
-70.829	10.218
-70.825	10.218
-70.819	10.219
-70.816	10.108
-70.816	10.119
-70.815	10.098
-70.814	10.22
-70.81	10.109
-70.81	10.12
-70.809	10.048
-70.809	10.116
-70.806	10.119
-70.805	10.118
-70.804	10.05
-70.803	10.112
-70.797	10.116
-70.796	10.128
-70.795	10.079
-70.794	10.05
-70.794	10.117
-70.794	10.121
-70.789	10.052
-70.788	10.113
-70.785	5.369
-70.784	2.681
-70.777	5.366
-70.763	10.39
-70.75	7.097
-70.747	4.396
-70.745	7.092
-70.726	7.218
-70.725	10.361
-70.717	9.744
-70.71	7.221
-70.709	4.279
-70.709	7.222
-70.702	4.277
-70.681	-34.396
-70.667	8.536
-70.662	8.528
-70.66	8.538
-70.658	5.365
-70.654	-34.39
-70.65	-34.382
-70.649	-34.388
-70.649	-34.387
-70.645	4.589
-70.644	4.34
-70.642	4.327
-70.635	-34.384
-70.624	9.249
-70.62	3.976
-70.616	9.25
-70.611	9.251
-70.609	3.152
-70.607	9.891
-70.605	9.881
-70.599	9.886
-70.597	-34.346
-70.596	9.892
-70.594	9.882
-70.59	3.155
-70.583	8.511
-70.579	9.705
-70.573	9.706
-70.573	9.763
-70.564	9.707
-70.551	9.053
-70.549	10.058
-70.548	10.055
-70.514	8.024
-70.513	3.932
-70.512	8.012
-70.474	3.986
-70.474	9.089
-70.474	9.1
-70.472	7.338
-70.47	9.097
-70.468	7.342
-70.468	9.089
-70.461	-34.11
-70.461	9.091
-70.461	9.094
-70.459	10.047
-70.457	7.341
-70.455	9.095
-70.434	3.728
-70.432	9.601
-70.416	6.071
-70.412	6.348
-70.407	9.56
-70.4	6.367
-70.399	5.614
-70.398	6.362
-70.396	6.351
-70.396	6.357
-70.395	6.368
-70.385	6.341
-70.384	9.724
-70.383	8.667
-70.382	6.356
-70.382	6.365
-70.38	6.342
-70.379	6.355
-70.377	6.367
-70.374	8.691
-70.373	8.678
-70.371	6.385
-70.37	6.382
-70.366	6.367
-70.366	6.385
-70.362	6.352
-70.36	6.361
-70.36	6.364
-70.359	6.383
-70.358	8.676
-70.356	6.396
-70.355	6.361
-70.354	18.926
-70.352	6.381
-70.349	8.678
-70.345	18.935
-70.344	4.599
-70.343	8.706
-70.34	6.386
-70.338	4.594
-70.338	9.167
-70.327	4.601
-70.323	5.147
-70.319	-23.829
